"","Year2","cow","net.x","year","cnum","ccode","cname","cif","cod","net.y","tot","fdi_l","fdi_a","pi_a","pi_a_eq","pi_a_db","pi_l","pi_l_eq","pi_l_db","oi_a","oi_l","rsrv","tb_gs","CIF","COD","NET","TOT","FDIA","FDIL","PIA","PIAe","PIAd","PIL","PILe","PILd","OIA","OIL","RES","TB","ngdp_usd","hp_ngdp","rgdp_lcu","rgdp_growth","crisis","bankcrisis","currcrisis","debtcrisis","globcrisis","domcrisis","HId","LMId","X","Country","Year1","ElectionN","TypeAVol","TypeBVol","TotalVol","EthFrac","EEIndicator","Time","presys","mixsys","Enp1","GDPChangeE1E2","GDPChange1989","mis_weighted_mag","mis_GDPChangeE1E2","mis_GDPChange1989","pr","Time2","lg_weighted_mag","escorruptionmentions","esscandalmentions","esranking03","esranking04","Sample_Tav","Sample_TC","Sample_Bir","Sample_Sik","Sample_NTC","TypeAVolLag","TypeBVolLag","TotalVolLag","yeardiff","CoW.oidnum","EL.id","oidnum","oid","entity","ISO.3LA","ISO.numerical.TLA.missing.preceding.0s","WB.code","polity.id","CoW.Polity.TLA","CoW.Polity.number","IMF.code","EL.code","BM.id","BM.coding","communist","excommunist","country.existence","country.existence.polity","BM.gdppc","BM.pop","BM.d1","BM.q1","BM.q2","BM.d5","BM.q3","BM.q4","BM.d9","BM.90.10","BM.90.50","BM.50.10","polity2","polity.democracy","polity.democracy.m1","gini.sidd3","EL.population","EL.gdp_maddison","EL.bordo_gdppc","EL.tradeopen","EL.rgdppc","EL.openc","EL.openk","EL.cgdp","EL.rgdpch","EL.open_gold","EL.open_interwar","EL.gdppc","EL.gnppc","world.trade.gdp","world.population.k","world.gdp","worldgdp.dolUS.2000.const","worldgdp.ppp.dolIntl.2000.const","DS.90.10","DS.90.50","DS.50.10","AW.90.10","AW.90.50","AW.50.10","boix.prot","boix.cath","boix.musl","boix.relfract","boix.ethdiv","world.trade.gdp.interp","world.trade.gdp.interp.m1","world.gdp.interp","world.gdp.interp.m1","world.population.k.interp","AW.90.10.interp","AW.90.10.interp.m1","AW.90.50.interp","AW.50.10.interp","family.farms.interp","labor.endow","labor.endow.m1","gdppc.use","gdppc.use.m1","gdppc.growth","boix.y.interp","EL.population.interp","prop.dem.boix","prop.dem.polity","EL.gdp_maddison.interp","gdppc.pwt","lab.shr.arjun","cap.shr.houle","svolik.dem","svolik.dem.m1","svolik.demtrans","svolik.autrans","gw.energy2","prop.dem.svolik","nb.dem.prop.polity","nb.dem.prop.sv","nb.demtrans.polity","nb.demtrans.polity.all","nb.demtrans.sv","xr.reg","prev.demtrans.sv","prev.demtrans.polity","dem.age.polity","nb.demtrans.sv.m1","nb.demtrans.polity.m1","prev.dem.death.sv","prev.dem.death.polity","CapChangeE1E2"
"82",2000,368,571.675048828125,1996,105,"LTU","Lithuania",843,213.254898071289,629.7451171875,1056.2548828125,152.399993896484,0.125,26.8999996185303,-0.824999988079071,27.7250003814697,89.5749969482422,15.9250001907349,73.6500015258789,170.375,601.025024414062,15.8549003601074,-775.359985351562,9.7281551361084,2.46094512939453,7.26721000671387,12.1891002655029,0.00144249037839472,1.7586841583252,0.310423910617828,-0.00952043570578098,0.319944351911545,1.03368854522705,0.183773264288902,0.849915325641632,1.96611428260803,6.93578243255615,0.182964324951172,-8.94759464263916,8184.92529296875,8665.5693359375,39000.63671875,0.0457111820578575,0,0,0,0,0,0,0,0,84,"Lithuania",1996,3,53.38,18.42,71.8,0.3223,1,8,0,1,7.26,1.24269181424361,0.765869407392894,0,0,0,0,64,3.56172752380371,0,0,0,0,1,1,1,1,0,55.7099990844727,17.4300003051758,73.1399993896484,4,3681996,9461996,16446,"LTU1996","Lithuania","LTU",440,"LTU","LIT1996","LIT",368,946,946,"Poland1996","Poland",0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,1,37.5475144,3567,19181,NA,1.16503,6.714551,116.5273,116.5273,6495.253,6495.253,NA,NA,2127,4390,36.07343687,5754709.732,31993478.6,27900000,39100000,5.064189189,1.962041885,2.581081081,5.064189189,1.962041885,2.581081081,NA,NA,NA,NA,NA,36.07343687,35.14443167,31993478.6,30942971.89,5754709.732,5.064189189,5.118141892,1.962041885,2.581081081,NA,1.033879452,1.051247039,5377.347911,5185.143815,3.7028763,NA,3567,NA,41.29032258,19181,6495.253113,0.408848584,NA,1,1,0,0,1.121484393,0.567741935,0.7,1,0,0,0,"PostbretWood",1,1,6,0,0,1,0,571.675048828125
"83",2001,200,26589.78125,1997,64,"GBR","United Kingdom",403377.6875,419838.3125,-16460.625,823216,37505.19921875,60892,85000.5,-7012.77001953125,92013.203125,43653.5,7848.64990234375,35804.8984375,277850,322219,-3904.19995117188,2898.080078125,30.4401798248291,31.6823501586914,-1.2421703338623,62.1225280761719,4.59510612487793,2.83026313781738,6.4144115447998,-0.529206216335297,6.94361257553101,3.29423356056213,0.592284381389618,2.70195293426514,20.9674549102783,24.3156833648682,-0.294623494148254,0.21869845688343,1359027.5,1325148.875,876590.375,0.0325366519391537,0,0,0,0,0,0,1,0,85,"Great Britain",1997,4,0,2.52,2.52,0.1211,0,NA,0,0,3.24,1.17919374605141,1.3566212478814,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.5699996948242,10.5699996948242,4,2001997,1121997,9902,"GBR1997","United Kingdom","GBR",826,"GBR","UKG1997","UKG",200,112,112,"United Kingdom-Ireland1997","United Kingdom-Ireland",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,1,44.77868431,57849,1085547,16305.73,0.5687857,12.85448,57.09245,62.1645,21281.78,20710.26,NA,NA,22361,20870,37.48508233,5832754.519,33243750.81,28900000,40700000,4.956228956,1.91916558,2.582491582,4.956228956,1.91916558,2.582491582,16.1,13.1,1.4,0.524914,0.1063,37.48508233,36.07343687,33243750.81,31993478.6,5832754.519,4.956228956,5,1.91916558,2.582491582,54.1,0.3037271,0.305428809,18765.18177,18202.37434,2.188599502,NA,57849,NA,40.64516129,1085547,21281.78344,0.533815324,0.5448908,1,1,0,0,1.778406274,0.548387097,0.857142857,0.857142857,0,0,0,"PostbretWood",1,1,118,0,0,0,0,26589.78125
"84",2001,290,3936.3359375,1997,139,"POL","Poland",7406,3028.26000976562,4377.740234375,10434.259765625,4908,45,-815,-56,-759,1295,599,696,754,1203,3044.26000976562,-6650,5.23787593841553,2.14172983169556,3.09614610671997,7.37960577011108,0.0318261459469795,3.47117137908936,-0.576406836509705,-0.0396058671176434,-0.536800980567932,0.91588568687439,0.423641353845596,0.492244362831116,0.533264756202698,0.850818932056427,2.15304565429688,-4.70319700241089,157153.90625,141393.1875,688455.5,0.0684660598635674,0,0,0,0,0,0,0,0,88,"Poland",1997,4,27.38,27.04,54.42,0.1183,1,10,0,1,4.6,1.2398144491731,1.56063492612797,0,0,0,1,100,2.41769790649414,4,1,2,3,1,1,0,0,0,56.0900001525879,8.67000007629395,64.7699966430664,4,2901997,9641997,22057,"POL1997","Poland","POL",616,"POL","POL1997","POL",290,964,964,"Poland1997","Poland",0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,1,33.80776669,38476,244450,NA,0.5529212,8.943426,55.29588,55.48822,8250.264,8142.375,NA,NA,3704,3590,37.48508233,5832754.519,33243750.81,28900000,40700000,NA,NA,NA,NA,NA,NA,0.1,81,0,0.691822,0.039,37.48508233,36.07343687,33243750.81,31993478.6,5832754.519,4.737654276,4.737126575,1.856277191,2.552239457,76,0.897090368,0.927751787,6353.311155,5992.475134,5.83319556,NA,38476,NA,40.64516129,244450,8250.263495,NA,0.6648365,1,1,0,0,1.205635402,0.548387097,0.666666667,0.857142857,0,0,0,"PostbretWood",1,2,7,0,0,1,1,3936.3359375
"85",2001,325,-2543.34375,1996,87,"ITA","Italy",94407.3828125,114559.765625,-20152.3828125,208967.15625,3545.8798828125,8697.3701171875,25597.900390625,1036.31005859375,24561.599609375,74655.1015625,9331.259765625,65323.80078125,68357.796875,16206.400390625,11906.7001953125,62172.8984375,8.19774532318115,9.94765281677246,-1.74990749359131,18.1453971862793,0.755225121974945,0.307902008295059,2.22276139259338,0.0899866744875908,2.13277554512024,6.482581615448,0.81026816368103,5.67230987548828,5.93576288223267,1.40726232528687,1.03390324115753,5.39870500564575,1259603,1151626.125,1095897,0.0108943162485957,0,0,0,0,0,0,1,0,80,"Italy",1996,5,26.84,13.35,40.19,0.1145,0,NA,0,0,7.01,1.11871567976959,1.25732771697558,0,0,0,0,NA,5.0434250831604,NA,NA,NA,NA,NA,NA,NA,NA,0,13.1599998474121,5.90000009536743,19.0599994659424,5,3251996,1361996,13641,"ITA1996","Italy","ITA",380,"ITA","ITA1996","ITA",325,136,136,"Italy1996","Italy",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,1,47.06834423,57486,996850,NA,0.4670873,32010.63,46.70371,46.70371,20474.88,20474.88,NA,NA,21248,19880,36.07343687,5754709.732,31993478.6,27900000,39100000,7.5,1.875,4,7.5,1.875,4,0.4,83.2,0.1,0.71881,0.0389,36.07343687,35.14443167,31993478.6,30942971.89,5754709.732,7.5,7.583747927,1.875,4,55,0.320605019,0.317370749,17340.74383,17175.07708,2.787671121,NA,57486,NA,41.29032258,996850,20474.88389,0.411067814,0.4774762,1,1,0,0,1.785288993,0.567741935,0.464285714,0.607142857,0,0,0,"PostbretWood",2,1,50,0,0,1,0,-2543.34375
"86",2001,339,-35.0689697265625,1997,5,"ALB","Albania",91.5999984741211,-16.1060981750488,107.706100463867,75.493896484375,47.5,0,0,0,0,0,0,0,-59.7999992370605,44.0999984741211,43.6939010620117,-586.432006835938,3.52718877792358,-0.620188295841217,4.14737701416016,2.90700054168701,0,1.82905530929565,0,0,0,0,0,0,-2.30268430709839,1.69813346862793,1.68249607086182,-22.5814018249512,2196.2236328125,2596.96899414062,282760.4375,-0.107585236430168,1,0,1,0,0,1,0,1,89,"Albania",1997,5,39.16,6.32,45.48,0.2204,1,10,0,0,2.87,1.27929612018941,1.1761778791301,0,0,0,0,100,2.51041197776794,0,0,0,0,0,0,0,0,1,3.60999989509583,35.2000007629395,38.810001373291,4,3391997,9141997,552,"ALB1997","Albania","ALB",8,"ALB","ALB1997","ALB",339,914,914,"Bulgaria-Greece-Rumania-Yugoslavia1997","Bulgaria-Greece-Rumania-Yugoslavia",0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,NA,3172,7408,NA,0.4654668,68.59206,46.7117,46.64395,2789.133,2763.491,NA,NA,730,760,37.48508233,5832754.519,33243750.81,28900000,40700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.48508233,36.07343687,33243750.81,31993478.6,5832754.519,NA,4.108695652,NA,NA,35.1,2.44044219,2.239865689,2335.435057,2482.081645,10.38651009,NA,3172,NA,40.64516129,7408,2789.132703,NA,0.6437039,1,1,0,0,0.758876524,0.548387097,0.545454545,0.818181818,0,0,0,"PostbretWood",1,0,0,0,0,0,0,-35.0689697265625
"87",2001,355,369.897125244141,1997,18,"BGR","Bulgaria",527.899963378906,1707.21008300781,-1179.31005859375,2235.11010742188,504.799987792969,-1.70000004768372,13.6999998092651,8.5,5.19999980926514,146.5,52,94.5,53.9000015258789,-123.400001525879,1641.31005859375,546.700012207031,4.62636184692383,14.9614915847778,-10.335129737854,19.5878524780273,-0.0148983048275113,4.42392015457153,0.120062805712223,0.074491523206234,0.0455712825059891,1.28388333320618,0.455712854862213,0.828170478343964,0.472363919019699,-1.08144164085388,14.3839626312256,4.79111957550049,10364.982421875,11410.6943359375,26561.34375,-0.0576290749013424,0,0,0,0,0,0,0,0,91,"Bulgaria",1997,5,37.65,19.5,57.15,0.4021,1,11,0,0,3,1.1579877849664,0.811034858078157,0,0,0,0,121,2.04640173912048,3,1,2,2,1,1,1,0,0,14.4200000762939,24.8299999237061,39.25,4,3551997,9181997,2796,"BGR1997","Bulgaria","BGR",100,"BGR","BUL1997","BUL",355,918,918,"Bulgaria-Greece-Rumania-Yugoslavia1997","Bulgaria-Greece-Rumania-Yugoslavia",0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,1,34.18176652,8189,37301,NA,1.192966,0.0818009,118.2517,134.2699,5470.786,5456.691,NA,NA,1232,1170,37.48508233,5832754.519,33243750.81,28900000,40700000,12.72,2.038461538,6.24,12.72,2.038461538,6.24,0.4,0.5,10.6,0.794502,0.1157,37.48508233,36.07343687,33243750.81,31993478.6,5832754.519,12.72,9.635943396,2.038461538,6.24,18,1.251257563,1.174122432,4555.012822,4735.050929,-9.876280558,NA,8189,NA,40.64516129,37301,5470.785584,NA,0.6597803,1,1,0,0,1.032829978,0.548387097,0.538461538,0.846153846,0,1,0,"PostbretWood",1,1,8,0,0,0,0,369.897125244141
"88",2001,359,9.63258361816406,1998,110,"MDA","Moldova",91.2200012207031,-139.652008056641,230.872009277344,-48.4320068359375,75.5,-0.740000009536743,0,0,0,-59.1100006103516,6.51000022888184,-65.620002746582,86.8099975585938,74.8300018310547,-225.72200012207,-434.630004882812,5.82560062408447,-8.91862297058105,14.7442235946655,-3.09302234649658,-0.0472587645053864,4.82167100906372,0,0,0,-3.77495336532593,0.415749400854111,-4.19070291519165,5.54396343231201,4.77888298034668,-14.4153280258179,-27.7568607330322,1639.49719238281,1565.84716796875,7407.408203125,-0.0672086998820305,1,0,0,1,1,0,0,1,100,"Moldova",1998,3,45.23,10.03,55.26,0.5535,1,7,0,1,5.78,0.97843023201,0.387295062388757,0,0,0,1,49,4.61512041091919,NA,NA,NA,NA,1,1,1,0,0,66.1600036621094,19.7700004577637,85.9300003051758,3,3591998,9211998,17009,"MDA1998","Moldova","MDA",498,"MDA","MLD1998","MLD",359,921,921,"Bulgaria-Greece-Rumania-Yugoslavia1998","Bulgaria-Greece-Rumania-Yugoslavia",0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,52.08387981,4295,9559,NA,1.029026,1.969243,118.9764,141.3609,2294.656,2145.632,NA,NA,394,395,37.31528925,5909524.461,33857360.78,29600000,41700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.31528925,37.48508233,33857360.78,33243750.81,5909524.461,NA,8.144278607,NA,NA,NA,2.574253271,2.396530297,2225.611176,2378.227495,1.694454052,NA,4295,NA,40.64516129,9559,2294.655439,0.415731788,0.8421768,1,1,0,0,0.592225903,0.548387097,0.636363636,0.818181818,0,0,0,"PostbretWood",1,1,6,0,0,0,0,9.63258361816406
"89",2001,385,-25103.5859375,1997,130,"NOR","Norway",12274.8798828125,17826.55078125,-5551.6708984375,30101.4296875,3886.05004882812,5003.39013671875,12618.2001953125,2644.38989257812,9973.7998046875,2500.35009765625,-1190.21997070312,3690.57006835938,1402.85998535156,5888.47998046875,-1197.90002441406,13122.900390625,8.18970203399658,11.8937320709229,-3.70403003692627,20.0834350585938,3.33822202682495,2.5927414894104,8.41876220703125,1.76431584358215,6.6544394493103,1.66821360588074,-0.794105231761932,2.46231889724731,0.935976982116699,3.92874670028687,-0.799229323863983,8.75549411773682,158223.0625,149881.890625,1369346,0.0525219291448593,0,0,0,0,0,0,1,0,92,"Norway",1997,4,0,14.48,14.48,0.0586,0,NA,0,0,5.08,1.16273511130303,1.51060057924137,0,0,0,1,NA,2.11142468452454,NA,NA,NA,NA,NA,NA,NA,NA,0,0,15.4700002670288,15.4700002670288,4,3851997,1421997,20374,"NOR1997","Norway","NOR",578,"NOR","NOR1997","NOR",385,142,142,"Scandinavian countries1997","Scandinavian countries",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,1,37.9940291,4409,103079,29360.91,0.7429745,248.3009,74.27953,75.16936,26615.14,26080.46,NA,NA,35176,36100,37.48508233,5832754.519,33243750.81,28900000,40700000,4.516129032,1.627906977,2.774193548,4.516129032,1.627906977,2.774193548,97.8,0.3,0.1,0.956818,0.0699,37.48508233,36.07343687,33243750.81,31993478.6,5832754.519,4.516129032,4.516129032,1.627906977,2.774193548,97.2,0.243784574,0.247324798,23379.22431,22478.65784,4.373150046,NA,4409,NA,40.64516129,103079,26615.14273,0.471170843,0.413782,1,1,0,0,1.9425718,0.548387097,0.833333333,1,0,0,0,"PostbretWood",0,1,53,0,0,0,1,-25103.5859375
"90",2001,390,-9723.2109375,1998,48,"DNK","Denmark",12085.8603515625,9335.509765625,2750.3505859375,21421.37109375,6674.66015625,4214.60009765625,7563.35986328125,NA,NA,-2597.80004882812,NA,NA,1796.9599609375,8009,-4239.41015625,3318.9599609375,7.01941776275635,5.42202568054199,1.59739208221436,12.4414434432983,2.4478223323822,3.87661504745483,4.39276838302612,NA,NA,-1.50879156589508,NA,NA,1.0436669588089,4.6515941619873,-2.46223187446594,1.92763829231262,173653.296875,172177.53125,1218657,0.0213738512247801,0,0,0,0,0,0,1,0,104,"Denmark",1998,5,3.36,10.95,14.31,0.0819,0,NA,0,0,4.74,1.09238016037699,1.32977898328776,0,0,0,1,NA,2.72850632667542,NA,NA,NA,NA,NA,NA,NA,NA,0,4.96000003814697,7.55999994277954,12.5200004577637,3,3901998,1281998,7472,"DNK1998","Denmark","DNK",208,"DNK","DEN1998","DEN",390,128,128,"Scandinavian countries1998","Scandinavian countries",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,1,42.41292666,5295,116545,NA,0.6876818,206.6428,68.76194,70.09976,26193.01,25394.45,NA,NA,32850,33040,37.31528925,5909524.461,33857360.78,29600000,41700000,8.526315789,2.131578947,4,8.526315789,2.131578947,4,95.2,0.6,0.2,0.907944,0.0275,37.31528925,37.48508233,33857360.78,33243750.81,5909524.461,8.526315789,8.05,2.131578947,4,85,0.260299231,0.26421762,22010.38716,21571.21183,2.613992458,NA,5295,NA,40.64516129,116545,26193.00641,0.540815473,0.3782721,1,1,0,0,1.9151634,0.548387097,0.9,1,0,0,0,"PostbretWood",1,2,54,0,0,0,1,-9723.2109375
"91",2002,205,-820.234375,1997,82,"IRL","Ireland",42577.44921875,48953.00390625,-6375.5546875,91530.453125,2742.8701171875,1008.16998291016,716.06201171875,0,716.06201171875,-2505.21997070312,0,-2505.21997070312,48337.5,42339.80078125,-1108.72998046875,9616.0302734375,53.0500679016113,60.9937896728516,-7.94372177124023,114.043853759766,1.25614583492279,3.4175238609314,0.892189145088196,0,0.892189145088196,-3.12141966819763,0,-3.12141966819763,60.2268981933594,52.753963470459,-1.38144016265869,11.9812498092651,81150.6640625,80258.9921875,79943,0.108830109238625,0,0,0,0,0,0,1,0,86,"Ireland",1997,4,1.25,6.88,8.13,0.1206,0,NA,0,1,4,1.6484827835693,2.56486723557318,0,0,0,1,NA,1.37371563911438,NA,NA,NA,NA,NA,NA,NA,NA,0,2.65000009536743,6.44000005722046,9.09000015258789,5,2051997,1781997,12894,"IRL1997","Ireland","IRL",372,"IRL","IRE1997","IRE",205,178,178,"United Kingdom-Ireland1997","United Kingdom-Ireland",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,1,44.56100003,3665,62295,15444.82,1.470053,13.48075,146.9532,151.4625,20658.61,20323.21,NA,NA,21731,17790,37.48508233,5832754.519,33243750.81,28900000,40700000,3.75,1.875,2,3.75,1.875,2,1.1,95.3,0,0.9096261,0.0904,37.48508233,36.07343687,33243750.81,31993478.6,5832754.519,3.75,3.75,1.875,2,69.9,0.335318186,0.358653798,16997.27149,15501.10314,6.445088348,NA,3665,NA,40.64516129,62295,20658.60589,0.424255311,0.7835803,1,1,0,0,1.730295257,0.548387097,1,1,0,0,0,"PostbretWood",1,1,77,0,0,0,0,-820.234375
"92",2002,210,2448.5078125,1998,129,"NLD","Netherlands",147333.296875,160367.734375,-13034.4375,307701.03125,37618.8984375,36938,69294.3984375,19890.30078125,49404.1015625,30073.599609375,3825.3701171875,26248.19921875,56474.69921875,79640.796875,-2339.36010742188,22905.69921875,36.4094696044922,39.6305809020996,-3.22111129760742,76.0400543212891,9.12823486328125,9.29650115966797,17.1242504119873,4.91535377502441,12.2088975906372,7.43188285827637,0.945337533950806,6.48653793334961,13.9562063217163,19.6810855865479,-0.578110039234161,5.66052865982056,402648.3125,404656.53125,384119,0.0384850651025772,0,0,0,0,0,0,1,0,93,"Netherlands",1998,4,10.77,19.63,30.4,0.1054,0,NA,0,0,5.16,1.15344802864349,1.51552013424379,0,0,0,1,NA,5.01063537597656,NA,NA,NA,NA,NA,NA,NA,NA,0,6.26000022888184,11.9499998092651,18.2099990844727,4,2101998,1381998,20188,"NLD1998","Netherlands","NLD",528,"NLD","NTH1998","NTH",210,138,138,"Benelux-Switzerland-Micro-european states1998","Benelux-Switzerland-Micro-european states",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,1,34.88170282,15737,319640,NA,1.164126,47.17557,116.4887,119.6419,23648.76,22970.42,NA,NA,24894,24780,37.31528925,5909524.461,33857360.78,29600000,41700000,3.5,1.75,2,3.5,1.75,2,42.4,42.6,1,0.380952,0.0634,37.31528925,37.48508233,33857360.78,33243750.81,5909524.461,3.5,10.66891892,1.75,2,94,0.282072917,0.290828287,20311.36811,19597.45492,3.232607088,NA,15737,NA,40.64516129,319640,23648.76202,0.513412833,0.4999054,1,1,0,0,1.847128594,0.548387097,0.833333333,0.833333333,0,0,0,"PostbretWood",1,2,54,0,0,0,1,2448.5078125
"93",2002,220,-21627.375,1997,61,"FRA","France",108214.5,155857.484375,-47642.984375,264072,23047.900390625,35487.5,60788.30078125,9665.2197265625,51123,35321.30078125,11965.2998046875,23356,53641.69921875,49845.30078125,5939.97998046875,43525,7.5705714225769,10.9036235809326,-3.33305215835571,18.4741954803467,2.48266768455505,1.61240649223328,4.25268459320068,0.676168441772461,3.5765106678009,2.47104048728943,0.837079644203186,1.63396084308624,3.75271606445312,3.48712420463562,0.41555467247963,3.04496264457703,1424393.625,1429410,1297360.5,0.0221298150718212,0,0,0,0,0,0,1,0,87,"France",1997,4,27.68,9.71,37.4,0.1032,0,NA,0,1,6.69,1.16880360762602,1.33812417930182,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2.52999997138977,11.5299997329712,14.0600004196167,5,2201997,1321997,9528,"FRA1997","France","FRA",250,"FRA","FRN1997","FRN",220,132,132,"France1997","France",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,1,40.18175133,58015,1111532,18464.2,0.4804388,137.9078,48.01696,47.86026,20887.88,20511.1,NA,NA,23994,26300,37.48508233,5832754.519,33243750.81,28900000,40700000,5,1.875,2.666666667,5,1.875,2.666666667,2.4,76.4,3,0.618296,0.1455,37.48508233,36.07343687,33243750.81,31993478.6,5832754.519,5,5,1.875,2.666666667,83,0.297477858,0.294611832,19159.38981,18870.69323,0.752043664,NA,58015,NA,40.64516129,1111532,20887.88372,0.518828809,0.4031039,1,1,0,0,1.801604243,0.548387097,0.6,0.65,0,0,0,"PostbretWood",3,3,29,0,0,2,2,-21627.375
"94",2002,235,7741.9912109375,1999,140,"PRT","Portugal",18570.73046875,9943.849609375,8626.880859375,28514.580078125,1167.58996582031,3041.72998046875,6736.6201171875,2110.40991210938,4626.2099609375,9945.16015625,690.669982910156,9254.490234375,-50.3535003662109,7457.97998046875,215.852996826172,-12490.5,15.0942316055298,8.08232975006104,7.01190185546875,23.1765613555908,2.47230863571167,0.949013471603394,5.47550392150879,1.71533453464508,3.76016902923584,8.08339500427246,0.561374425888062,7.52202081680298,-0.040927167981863,6.06182289123535,0.175444647669792,-10.1522397994995,121662.2578125,123031.96875,117652.703125,0.0376944057643414,0,0,0,0,0,0,1,0,107,"Portugal",1999,5,0,8.5,8.5,0.0468,0,NA,0,1,3.13,1.11074250525627,1.5200999260132,0,0,0,1,NA,2.34660196304321,NA,NA,NA,NA,NA,NA,NA,NA,0,1.24000000953674,1.74000000953674,2.98000001907349,3,2351999,1821999,22246,"PRT1999","Portugal","PRT",620,"PRT","POR1999","POR",235,182,182,"Portugal-Spain1999","Portugal-Spain",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,1,43.9894609,10255,135886,NA,0.7161772,1835.349,69.73941,74.33156,16302.32,15438.37,NA,NA,11229,11030,37.3567173,5986292.606,35046101.69,30600000,43300000,5,2.142857143,2.333333333,5,2.142857143,2.333333333,1.1,94.1,0,0.887906,0.0025,37.3567173,37.31528925,35046101.69,33857360.78,5986292.606,5,8,2.142857143,2.333333333,NA,0.441817309,0.445611199,13250.70697,12857.14286,4.041387144,NA,10255,NA,40.64516129,135886,16302.31831,0.485991061,0.5506967,1,1,0,0,NA,0.561290323,0.666666667,0.666666667,0,0,0,"PostbretWood",2,2,24,0,0,1,1,7741.9912109375
"95",2002,255,-37632.890625,1998,45,"DEU","Germany",347273.8125,325458.4375,21815.375,672732.25,23635.80078125,89929.203125,145494,78327.6015625,67166.703125,150909,56769.3984375,94139.703125,86019.296875,172729,4015.93994140625,27019.69921875,15.9450654983521,14.943413734436,1.00165176391602,30.8884792327881,4.12909650802612,1.0852370262146,6.68035221099854,3.5964093208313,3.0839569568634,6.92898178100586,2.60656523704529,4.32242155075073,3.94957327842712,7.93084669113159,0.184391751885414,1.2406085729599,2184483.75,2177939,1958962.5,0.0200995113700628,0,0,0,0,0,0,1,0,94,"Germany",1998,5,0,4.9,4.9,0.1682,0,NA,0,0,3.79,1.08754968310676,1.36325932629088,0,0,0,0,NA,5.01063537597656,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6.40000009536743,6.40000009536743,4,2551998,1341998,7098,"DEU1998","Germany","DEU",276,"DEU","GMY1998","GMY",255,134,134,"Germany 1998","Germany ",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,1,41.00100183,82047,1457039,NA,0.5621036,44.81581,NA,NA,NA,NA,NA,NA,26218,26570,37.31528925,5909524.461,33857360.78,29600000,41700000,3.5,1.555555556,2.25,3.5,1.555555556,2.25,NA,NA,NA,NA,NA,37.31528925,37.48508233,33857360.78,33243750.81,5909524.461,3.5,3.5,1.555555556,2.25,70,0.322620601,0.327040135,17758.58959,17427.50698,1.333296612,NA,82047,NA,40.64516129,1457039,NA,0.532100201,0.3800539,1,NA,0,0,NA,0.548387097,0.68,0.76,0,0,0,"PostbretWood",1,1,50,0,0,1,0,-37632.890625
