"","Year2","cow","net.x","year","cnum","ccode","cname","cif","cod","net.y","tot","fdi_l","fdi_a","pi_a","pi_a_eq","pi_a_db","pi_l","pi_l_eq","pi_l_db","oi_a","oi_l","rsrv","tb_gs","CIF","COD","NET","TOT","FDIA","FDIL","PIA","PIAe","PIAd","PIL","PILe","PILd","OIA","OIL","RES","TB","ngdp_usd","hp_ngdp","rgdp_lcu","rgdp_growth","crisis","bankcrisis","currcrisis","debtcrisis","globcrisis","domcrisis","HId","LMId","X","Country","Year1","ElectionN","TypeAVol","TypeBVol","TotalVol","EthFrac","EEIndicator","Time","presys","mixsys","Enp1","GDPChangeE1E2","GDPChange1989","mis_weighted_mag","mis_GDPChangeE1E2","mis_GDPChange1989","pr","Time2","lg_weighted_mag","escorruptionmentions","esscandalmentions","esranking03","esranking04","Sample_Tav","Sample_TC","Sample_Bir","Sample_Sik","Sample_NTC","TypeAVolLag","TypeBVolLag","TotalVolLag","yeardiff","CoW.oidnum","EL.id","oidnum","oid","entity","ISO.3LA","ISO.numerical.TLA.missing.preceding.0s","WB.code","polity.id","CoW.Polity.TLA","CoW.Polity.number","IMF.code","EL.code","BM.id","BM.coding","communist","excommunist","country.existence","country.existence.polity","BM.gdppc","BM.pop","BM.d1","BM.q1","BM.q2","BM.d5","BM.q3","BM.q4","BM.d9","BM.90.10","BM.90.50","BM.50.10","polity2","polity.democracy","polity.democracy.m1","gini.sidd3","EL.population","EL.gdp_maddison","EL.bordo_gdppc","EL.tradeopen","EL.rgdppc","EL.openc","EL.openk","EL.cgdp","EL.rgdpch","EL.open_gold","EL.open_interwar","EL.gdppc","EL.gnppc","world.trade.gdp","world.population.k","world.gdp","worldgdp.dolUS.2000.const","worldgdp.ppp.dolIntl.2000.const","DS.90.10","DS.90.50","DS.50.10","AW.90.10","AW.90.50","AW.50.10","boix.prot","boix.cath","boix.musl","boix.relfract","boix.ethdiv","world.trade.gdp.interp","world.trade.gdp.interp.m1","world.gdp.interp","world.gdp.interp.m1","world.population.k.interp","AW.90.10.interp","AW.90.10.interp.m1","AW.90.50.interp","AW.50.10.interp","family.farms.interp","labor.endow","labor.endow.m1","gdppc.use","gdppc.use.m1","gdppc.growth","boix.y.interp","EL.population.interp","prop.dem.boix","prop.dem.polity","EL.gdp_maddison.interp","gdppc.pwt","lab.shr.arjun","cap.shr.houle","svolik.dem","svolik.dem.m1","svolik.demtrans","svolik.autrans","gw.energy2","prop.dem.svolik","nb.dem.prop.polity","nb.dem.prop.sv","nb.demtrans.polity","nb.demtrans.polity.all","nb.demtrans.sv","xr.reg","prev.demtrans.sv","prev.demtrans.polity","dem.age.polity","nb.demtrans.sv.m1","nb.demtrans.polity.m1","prev.dem.death.sv","prev.dem.death.polity","CapChangeE1E2"
"38",1995,366,120.524230957031,1992,56,"EST","Estonia",122.95760345459,193.478637695312,-70.5210342407227,316.436248779297,82.2720031738281,1.87242996692657,0,0,0,0,0,0,122.383003234863,40.6856002807617,69.2231979370117,-47.6637992858887,3.01153588294983,4.73877000808716,-1.72723412513733,7.75030612945557,0.0458604395389557,2.01504492759705,0,0,0,0,0,0,2.99746251106262,0.996490955352783,1.69544732570648,-1.16740429401398,3986.615234375,4082.88696289062,73178.0859375,-0.237859472632408,1,1,1,0,0,1,1,0,45,"Estonia",1992,2,43,19.85,62.85,0.5062,1,3,0,0,8.74,0.76722530016804,0.676111051292193,0,0,0,1,9,2.21702718734741,0,0,0,0,1,1,1,1,0,NA,NA,NA,3,3661992,9391992,8775,"EST1992","Estonia","EST",233,"EST","EST1992","EST",366,939,939,"Poland1992","Poland",0,1,1,1,4721.35,38.4,0.025,0.045,0.061,0.08,0.086,0.111,0.132,5.28,1.65,3.2,6,0,0,33.0773585,1510,13118,NA,1.165366,27.43833,114.6119,60.51979,6503.299,6893.159,NA,NA,728,3170,31.6275093,5426308.692,28078858.16,24900000,34400000,NA,NA,NA,5.28,1.65,3.2,NA,NA,NA,NA,NA,31.6275093,31.53421376,28078858.16,27495770.45,5426308.692,5.28,5.279999582,1.65,3.2,NA,0.595640566,0.515039999,8687.417219,9993.459778,-7.422189492,NA,1510,44.73684211,38.81578947,13118,6503.29862,0.422378123,NA,1,1,0,0,1.132861907,0.493421053,0.857142857,0.857142857,0,1,1,"PostbretWood",1,1,0,0,0,1,2,120.524230957031
"39",1995,367,671.620422363281,1993,107,"LVA","Latvia",191.40299987793,495.509002685547,-304.106018066406,686.911987304688,45.1230010986328,-4.50099992752075,-0.046000000089407,0.0350000001490116,-0.0810000002384186,0,0,0,128.932006835938,146.279998779297,371.123992919922,331.695007324219,3.63978123664856,9.42275905609131,-5.78297805786133,13.0625400543213,-0.0855924710631371,0.858073592185974,-0.000874750840011984,0.000665571307763457,-0.0015403222059831,0,0,0,2.45181274414062,2.78170776367188,7.05741357803345,6.30761957168579,4467.9873046875,5258.64013671875,3562.38012695312,-0.0511140935122967,0,0,0,0,0,0,0,0,53,"Latvia",1993,2,31.7,23.1,54.8,0.5867,1,2,0,0,6.26,0.961804672043999,0.555191313846709,0,0,0,1,4,2.99573230743408,0,0,0,0,1,1,1,1,0,NA,NA,NA,2,3671993,9411993,16630,"LVA1993","Latvia","LVA",428,"LVA","LAT1993","LAT",367,941,941,"Poland1993","Poland",0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,1,30.38857392,2142,13117,NA,1.29016,0.8954665,129.4785,76.60715,5928.959,5761.646,NA,NA,839,2030,31.07619882,5511027.76,28693310.2,25300000,35100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.07619882,31.6275093,28693310.2,28078858.16,5511027.76,5.010073145,5.28,1.685385878,2.981818182,NA,0.850223301,0.708124879,6123.716153,7307.437234,-17.24866143,NA,2142,47.74193548,40.64516129,13117,5928.959421,0.47274664,0.6660989,1,1,0,0,1.087334155,0.529032258,0.7,1,0,0,0,"PostbretWood",1,2,3,1,0,1,1,671.620422363281
"40",1995,372,NA,1992,65,"GEO","Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3691.11059570312,4421.5234375,5352.54443359375,-0.596020400524139,1,0,1,NA,0,1,0,1,47,"Georgia",1992,2,57.78,1.64,59.42,0.4923,1,3,1,0,8.94,0.358118195860764,0.223446432960193,0,0,0,1,9,3.63758611679077,0,0,0,0,0,0,0,0,1,NA,NA,NA,3,3721992,9151992,10084,"GEO1992","Georgia","GEO",268,"GEO","GRG1992","GRG",372,915,915,"Russia1992","Russia",0,1,1,1,4670.66,292.4,0.025,0.045,0.061,0.08,0.086,0.111,0.132,5.28,1.65,3.2,4,0,0,40.64939532,5393,17961,NA,NA,0.8487037,NA,NA,NA,NA,NA,NA,132,998,31.6275093,5426308.692,28078858.16,24900000,34400000,NA,NA,NA,5.28,1.65,3.2,NA,NA,NA,NA,NA,31.6275093,31.53421376,28078858.16,27495770.45,5426308.692,5.28,5.279999089,1.65,3.2,NA,1.553727506,0.85384032,3330.428333,6028.096118,-20.39849845,NA,5393,44.73684211,38.81578947,17961,NA,0.273842156,NA,0,0,0,0,0.922051858,0.493421053,0.2,0.3,0,2,1,"PostbretWood",0,0,0,0,0,0,0,NA
"41",1995,375,-4551.4169921875,1991,59,"FIN","Finland",7373.8359375,1291.90502929688,6081.9306640625,8665.7412109375,-232.904006958008,-119.985000610352,333.720001220703,-87.0273971557617,420.747009277344,8609.5400390625,19.7595996856689,8589.7802734375,2964.51000976562,-1002.79998779297,-1886.33996582031,-1145.2099609375,6.85309314727783,1.20067024230957,5.65242290496826,8.0537633895874,-0.111511617898941,-0.216456234455109,0.310152560472488,-0.0808814913034439,0.391033709049225,8.00153160095215,0.0183641687035561,7.98316669464111,2.75515532493591,-0.931981861591339,-1.7531259059906,-1.06433486938477,126007.9453125,107598.65625,101780,-0.064480185508728,1,1,0,0,0,1,1,0,34,"Finland",1991,3,3.83,7.17,11,0.1315,0,NA,0,1,5.9,1.13581676180768,1.29108374129391,0,0,0,1,NA,2.5877640247345,NA,NA,NA,NA,NA,NA,NA,NA,0,11.8599996566772,8.98999977111816,20.8500003814697,4,3751991,1721991,9148,"FIN1991","Finland","FIN",246,"FIN","FIN1991","FIN",375,172,172,"Scandinavian countries1991","Scandinavian countries",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,1,34.49369609,4998,78841,20225.56,0.4489387,109.5457,44.89273,48.21349,16904.16,18691.55,NA,NA,24933,23930,31.53421376,5342063.742,27495770.45,24300000,33600000,3.111111111,1.616628176,1.924444444,3.111111111,1.616628176,1.924444444,93.1,0.1,0,0.871386,0.0105,31.53421376,32.25097355,27495770.45,27136041.11,5342063.742,3.111111111,2.951388889,1.616628176,1.924444444,95.9,0.32628789,0.305547244,15774.5098,16894.93773,-0.388739404,NA,4998,41.83006536,35.29411765,78841,16904.16346,0.590331793,0.55905,1,1,0,0,2.054348048,0.464052288,0.666666667,0.666666667,0,1,0,"PostbretWood",0,2,48,0,0,0,1,-4551.4169921875
"42",1996,230,-1919.560546875,1993,55,"ESP","Spain",84052.8828125,76492.4296875,7560.453125,160545.3125,9681.48046875,3187.97998046875,6567.35009765625,728.356994628906,5839,55313.80078125,6599.81982421875,48714,71940.3984375,19057.599609375,-5203.2998046875,-3454.3798828125,16.589672088623,15.097451210022,1.49222087860107,31.6871223449707,0.629217445850372,1.91085159778595,1.2962099313736,0.143757149577141,1.15245413780212,10.9173860549927,1.30261850357056,9.61477184295654,14.1990079879761,3.76143336296082,-1.02698481082916,-0.68179726600647,509818.8125,506657.90625,489898.90625,-0.0103684291243553,0,0,0,0,0,0,1,0,49,"Spain",1993,3,0,3.25,3.25,0.4165,0,NA,0,0,3.48,1.0663783290167,1.20071438935164,0,0,0,1,NA,1.90657520294189,NA,NA,NA,NA,NA,NA,NA,NA,0,8.77000045776367,4.8600001335144,13.6300001144409,3,2301993,1841993,8589,"ESP1993","Spain","ESP",724,"ESP","SPN1993","SPN",230,184,184,"Portugal-Spain1993","Portugal-Spain",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,1,38.57890006,39661,482776,10516.2,0.3745277,1794.712,37.38897,37.09051,13693.47,14453.17,NA,NA,12628,13650,31.07619882,5511027.76,28693310.2,25300000,35100000,NA,NA,NA,NA,NA,NA,0.1,96.9,0,0.939862,0.2745,31.07619882,31.6275093,28693310.2,28078858.16,5511027.76,7.179320679,6.409090909,1.974664411,3.617882118,35,0.427726387,0.418948244,12172.56247,12351.35409,0.399338932,NA,39661,47.74193548,40.64516129,482776,13693.46654,0.493181586,0.5431484,1,1,0,0,1.575281372,0.529032258,0.5,0.5,0,0,0,"PostbretWood",2,2,16,0,0,1,1,-1919.560546875
"43",1996,316,5027.6572265625,1992,44,"CZE","Czech Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29954.015625,32753.64453125,1876728.25,-0.0051651974208653,0,0,0,0,0,0,1,0,38,"Czech Republic",1992,3,26.02,12.48,38.51,0.3222,1,6,0,0,7.33,1.12147605111826,1.05345953228846,0,0,0,1,36,3.21887588500977,0,1,1,1,1,1,1,1,0,28.5499992370605,13.1999998092651,41.75,4,3161992,9351992,6905,"CZE1992","Czech Republic","CZE",203,"CZE","CZR1992","CZR",316,935,935,"Austria-Czechoslovakia-Hungary1992","Austria-Czechoslovakia-Hungary",0,1,0,0,8884.62,33.8,0.046,0.054,0.072,0.074,0.086,0.115,0.14,3.043478261,1.891891892,1.608695652,NA,0,1,22.24327274,10316,80662,NA,1.085687,123.5465,108.5643,72.408,10744.95,12170.99,NA,NA,NA,NA,31.6275093,5426308.692,28078858.16,24900000,34400000,NA,NA,NA,3.043478261,1.891891892,1.608695652,NA,NA,NA,NA,NA,31.6275093,31.53421376,28078858.16,27495770.45,5426308.692,3.043478261,3.043478216,1.891891892,1.608695652,7,0.661785571,0.654267526,7819.115936,7866.860747,-11.55722166,NA,10316,44.73684211,38.81578947,80662,10744.95282,0.445937574,NA,0,NA,0,0,NA,0.493421053,NA,NA,NA,NA,NA,"PostbretWood",1,2,0,0,0,1,2,5027.6572265625
"44",1996,325,-20152.3828125,1994,87,"ITA","Italy",25942.208984375,42439.6015625,-16497.392578125,68381.8125,2199.17993164062,5238.66015625,37718,3360.26000976562,34357.69921875,29895.099609375,-1394.52001953125,31289.599609375,-2092.32006835938,-6152.06982421875,1575.26000976562,37010.6015625,2.35016250610352,3.84469771385193,-1.49453520774841,6.19486045837402,0.474581867456436,0.199228599667549,3.41695761680603,0.304413437843323,3.11254048347473,2.70826363563538,-0.126332670450211,2.83459448814392,-0.189547926187515,-0.557329714298248,0.142706304788589,3.35287261009216,1053924.25,1103847.5,1054220.375,0.0212906114757061,0,0,0,0,0,0,1,0,60,"Italy",1994,4,13.16,5.9,19.06,0.1145,0,NA,0,0,7.46,1.06190272802324,1.13621384492004,0,0,0,0,NA,5.0434250831604,NA,NA,NA,NA,NA,NA,NA,NA,0,19.5799999237061,21.4699993133545,41.0499992370605,2,3251994,1361994,13639,"ITA1994","Italy","ITA",380,"ITA","ITA1994","ITA",325,136,136,"Italy1994","Italy",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,1,44.40174454,57333,957993,16130.11,0.4423472,30869.02,44.22518,43.64527,18920.95,19720.89,NA,NA,17930,20162,32.69573614,5592766.579,29697725.47,26200000,36400000,NA,NA,NA,NA,NA,NA,0.4,83.2,0.1,0.71881,0.0389,32.69573614,31.07619882,29697725.47,28693310.2,5592766.579,7.667495854,7.751243781,1.951521924,3.930348259,55,0.317788975,0.318045351,16709.27738,16370.38913,-1.015285543,NA,57333,47.74193548,41.29032258,957993,18920.95407,0.426062405,0.4774762,1,1,0,0,1.750486426,0.548387097,0.464285714,0.607142857,0,0,0,"PostbretWood",2,1,48,0,2,1,0,-20152.3828125
"45",1996,339,13.8779907226562,1992,5,"ALB","Albania",41,100.569694519043,-59.569694519043,141.569702148438,20,0,0,0,0,0,0,0,73.1999969482422,21,27.3696994781494,-539.299987792969,2.48968768119812,6.1070032119751,-3.61731553077698,8.5966911315918,0,1.21448171138763,0,0,0,0,0,0,4.44500303268433,1.2752058506012,1.66200006008148,-32.7485008239746,709.452514648438,1646.79296875,214609.34375,-0.0747235864400864,0,0,0,0,0,0,0,1,41,"Albania",1992,3,6.24,8.31,14.55,0.2204,1,5,0,0,2.2,1.31470730450917,0.919394548742909,0,0,0,0,25,0,NA,NA,NA,NA,0,0,0,0,1,46.1399993896484,11.6899995803833,57.8400001525879,4,3391992,9141992,547,"ALB1992","Albania","ALB",8,"ALB","ALB1992","ALB",339,914,914,"Bulgaria-Greece-Rumania-Yugoslavia1992","Bulgaria-Greece-Rumania-Yugoslavia",0,1,1,1,4456.49,65.5,0.025,0.045,0.061,0.08,0.086,0.111,0.132,5.28,1.65,3.2,5,0,0,NA,3363,5429,NA,1.001409,53.94984,108.9358,44.81153,1566.986,2251.493,NA,NA,206,366,31.6275093,5426308.692,28078858.16,24900000,34400000,NA,NA,NA,5.28,1.65,3.2,NA,NA,NA,NA,NA,31.6275093,31.53421376,28078858.16,27495770.45,5426308.692,5.28,5.280001546,1.65,3.2,15.6,3.20539808,2.904333511,1614.332441,1772.190245,-29.15601335,NA,3363,44.73684211,38.81578947,5429,1566.985733,NA,0.6437039,1,0,0,0,0.404472552,0.493421053,0.714285714,0.857142857,0,0,0,"PostbretWood",1,0,0,1,0,0,0,13.8779907226562
"46",1996,349,-52.8729248046875,1992,157,"SVN","Slovenia",151.399993896484,797.299987792969,-645.900024414062,948.699951171875,111,-1.79999995231628,8.89999961853027,0,8.89999961853027,0,0,0,157.600006103516,40.4000015258789,632.599975585938,970.599975585938,1.0567718744278,5.56515312194824,-4.50838136672974,6.62192487716675,-0.0125639978796244,0.774779915809631,0.0621219910681248,0,0.0621219910681248,0,0,0,1.10004794597626,0.281991988420486,4.41554737091064,6.77478694915771,12522.5361328125,14326.6494140625,13299.5400390625,-0.0561863146722317,1,1,0,1,0,1,1,0,43,"Slovenia",1992,3,19.54,20.36,39.9,0.2216,1,6,0,0,8.42,1.38662842809051,1.56212639378027,0,0,0,0,36,2.39789533615112,0,0,0,0,1,1,0,1,0,74.8899993896484,3.73000001907349,78.620002746582,4,3491992,9611992,25418,"SVN1992","Slovenia","SVN",705,"SVN","SLV1992","SLV",349,961,961,"Austria-Czechoslovakia-Hungary1992","Austria-Czechoslovakia-Hungary",0,1,1,1,8884.62,33.8,0.046,0.054,0.072,0.074,0.086,0.115,0.14,3.043478261,1.891891892,1.608695652,10,1,1,30.86345066,1918,18616,NA,1.19332,985,119.3517,100.7688,9869.809,11186.91,NA,NA,7169,6502,31.6275093,5426308.692,28078858.16,24900000,34400000,NA,NA,NA,3.043478261,1.891891892,1.608695652,NA,NA,NA,NA,NA,31.6275093,31.53421376,28078858.16,27495770.45,5426308.692,3.043478261,3.043478216,1.891891892,1.608695652,NA,0.533134981,0.499836098,9705.943691,10297.43858,-9.711692797,NA,1918,44.73684211,38.81578947,18616,9869.808899,0.641293168,0.5114049,1,1,0,0,1.45002193,0.493421053,0,0,0,0,0,"PostbretWood",0,1,2,0,0,0,0,-52.8729248046875
"47",1996,350,4443.419921875,1993,71,"GRC","Greece",4817,3018.669921875,1798.330078125,7835.669921875,977,0,0,0,0,0,0,0,0,3840,3018.669921875,-5806,4.6388463973999,2.90702629089355,1.73182010650635,7.54587268829346,0,0.940866231918335,0,0,0,0,0,0,0,3.69797992706299,2.90702629089355,-5.59126853942871,104707.1953125,103840.4765625,110453,-0.0161286219954491,0,0,0,0,0,0,1,0,51,"Greece",1993,4,4.78,4.79,9.57,0.1576,0,NA,0,0,2.64,1.04892229783375,1.13039130150643,0,0,0,1,NA,1.75785791873932,NA,NA,NA,NA,NA,NA,NA,NA,0,9.84000015258789,7.92999982833862,17.7800006866455,3,3501993,1741993,11207,"GRC1993","Greece","GRC",300,"GRC","GRC1993","GRC",350,174,174,"Bulgaria-Greece-Rumania-Yugoslavia1993","Bulgaria-Greece-Rumania-Yugoslavia",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,1,44.91400005,10400,103644,5700.6,0.4130558,938.5135,42.42879,39.64261,11179.04,11970.08,NA,NA,9115,7390,31.07619882,5511027.76,28693310.2,25300000,35100000,NA,NA,NA,NA,NA,NA,0.1,0.4,1.5,0.960642,0.0778,31.07619882,31.6275093,28693310.2,28078858.16,5511027.76,6.186666667,5.28,1.766666667,3.466666667,83,0.522440972,0.507588043,9965.769231,10194.44444,-0.001912181,NA,10400,47.74193548,40.64516129,103644,11179.03992,0.360078365,0.5825751,1,1,0,0,1.490037353,0.529032258,0.384615385,0.615384615,1,0,0,"PostbretWood",4,4,19,0,0,3,3,4443.419921875
"48",1996,360,1267.82006835938,1992,143,"ROM","Romania",1290,34.4300003051758,1255.56994628906,1324.43005371094,77,4,0,0,0,0,0,0,-94,1213,124.430000305176,-1481,4.3413290977478,0.115869738161564,4.22545957565308,4.45719861984253,0.0134614855051041,0.259133607149124,0,0,0,0,0,0,-0.316344916820526,4.08219528198242,0.418753176927567,-4.98411512374878,25090.3046875,29714.40234375,205859.265625,-0.0925584733486176,0,0,0,0,0,0,0,0,44,"Romania",1992,2,41.27,7.9,49.16,0.3069,1,4,0,1,6.98,1.07233062602412,0.83056018790656,0,0,0,0,16,2.05412364006042,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,4,3601992,9681992,22987,"ROU1992","Romania","ROU",642,"ROU","ROM1992","ROM",360,968,968,"Bulgaria-Greece-Rumania-Yugoslavia1992","Bulgaria-Greece-Rumania-Yugoslavia",0,1,1,0,4456.49,65.5,0.025,0.045,0.061,0.08,0.086,0.111,0.132,5.28,1.65,3.2,NA,0,NA,NA,22810,63768,NA,0.6400729,15476.08,64.00266,56.77753,3850.899,4030.214,NA,NA,833,1170,31.6275093,5426308.692,28078858.16,24900000,34400000,NA,NA,NA,5.28,1.65,3.2,5.8,4.9,1.2,0.78207,0.122,31.6275093,31.53421376,28078858.16,27495770.45,5426308.692,5.28,5.280001546,1.65,3.2,NA,1.850961715,1.672393259,2795.615958,3077.644263,-13.08435408,NA,22810,44.73684211,38.81578947,63768,NA,NA,NA,1,1,0,0,1.33188459,0.493421053,0.615384615,0.769230769,0,1,0,"PostbretWood",1,0,0,1,1,0,0,1267.82006835938
"49",1996,368,629.7451171875,1992,105,"LTU","Lithuania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8562.3115234375,7904.17578125,47718.4375,-0.239005848765373,1,0,1,0,0,1,0,0,46,"Lithuania",1992,2,55.71,17.43,73.14,0.3223,1,4,0,1,3.84,0.646663926328011,0.648239476748034,0,0,0,0,16,3.56172752380371,1,0,2,3,1,1,1,1,0,NA,NA,NA,4,3681992,9461992,16442,"LTU1992","Lithuania","LTU",440,"LTU","LIT1992","LIT",368,946,946,"Poland1992","Poland",0,1,1,1,4721.35,38.4,0.025,0.045,0.061,0.08,0.086,0.111,0.132,5.28,1.65,3.2,10,1,1,34.08893541,3624,23768,NA,0.4328244,8.231528,NA,NA,NA,NA,NA,NA,686,1710,31.6275093,5426308.692,28078858.16,24900000,34400000,NA,NA,NA,5.28,1.65,3.2,NA,NA,NA,NA,NA,31.6275093,31.53421376,28078858.16,27495770.45,5426308.692,5.28,4.717625272,1.65,3.2,NA,0.78898818,0.620255744,6558.498896,8298.240792,-4.029717555,NA,3624,44.73684211,38.81578947,23768,NA,0.377092034,NA,1,1,0,0,1.170963183,0.493421053,0.7,0.9,0,1,1,"PostbretWood",1,1,2,0,0,1,0,629.7451171875
"50",1997,200,-16460.625,1992,64,"GBR","United Kingdom",129209,127042.9609375,2166.0390625,256251.96875,16558.900390625,19698.5,49270,-7434.68017578125,56704.69921875,16192.099609375,18261.69921875,-2069.6298828125,60506.19921875,96458,-2431.73999023438,-13628,12.8879728317261,12.6719207763672,0.216052055358887,25.5598945617676,1.96483016014099,1.65167021751404,4.91444444656372,-0.741573393344879,5.65601968765259,1.61508357524872,1.82151615619659,-0.206435576081276,6.03520059585571,9.62121868133545,-0.242554306983948,-1.3593270778656,1091751.5,1002554.875,750885.75,0.00146526040043682,0,0,0,0,0,0,1,0,36,"Great Britain",1992,3,0,10.57,10.57,0.1211,0,NA,0,0,3.07,1.16930042472373,1.18851493714278,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,21.3299999237061,1.92999994754791,23.2600002288818,5,2001992,1121992,9897,"GBR1992","United Kingdom","GBR",826,"GBR","UKG1992","UKG",200,112,112,"United Kingdom-Ireland1992","United Kingdom-Ireland",0,0,1,1,15528.55,61.3,0.02,0.03,0.061,0.079,0.093,0.124,0.15,7.5,1.898734177,3.95,10,1,1,42.21856002,56695,930975,14053.65,0.4833936,11.21207,48.41582,51.48083,16763.35,17934.64,NA,NA,18182,17271,31.6275093,5426308.692,28078858.16,24900000,34400000,5.102040816,1.948051948,2.619047619,5.102040816,1.948051948,2.619047619,16.1,13.1,1.4,0.524914,0.1063,31.6275093,31.53421376,28078858.16,27495770.45,5426308.692,5.102040816,5.121621622,1.948051948,2.619047619,44.6,0.31512415,0.312347786,16420.76021,16478.52728,-1.585192161,NA,56695,44.73684211,38.81578947,930975,16763.34871,0.574487865,0.5448908,1,1,0,0,1.858531881,0.493421053,0.857142857,0.857142857,0,0,0,"PostbretWood",1,1,113,0,0,0,0,-16460.625
"51",1997,205,-6375.5546875,1992,82,"IRL","Ireland",5181.1103515625,6977.06884765625,-1795.95849609375,12158.1796875,1441.7099609375,215.261001586914,438.528015136719,0,438.528015136719,-2750.01000976562,0,-2750.01000976562,8488.9296875,6489.41015625,-2165.64990234375,4014.71997070312,10.5832605361938,14.2517986297607,-3.66853809356689,24.8350601196289,0.439705640077591,2.94492721557617,0.895764827728271,0,0.895764827728271,-5.61734294891357,0,-5.61734294891357,17.3400211334229,13.2556762695312,-4.42369222640991,8.20071887969971,54217.203125,48955.70703125,55684.30078125,0.0328869931399822,0,0,0,0,0,0,1,0,37,"Ireland",1992,3,2.65,6.44,9.09,0.1206,0,NA,0,1,3.95,1.48284340557388,1.73473970484988,0,0,0,1,NA,1.3862943649292,NA,NA,NA,NA,NA,NA,NA,NA,0,3.83999991416931,10.2299995422363,14.0699996948242,5,2051992,1781992,12889,"IRL1992","Ireland","IRL",372,"IRL","IRE1992","IRE",205,178,178,"United Kingdom-Ireland1992","United Kingdom-Ireland",0,0,1,1,15528.55,61.3,0.02,0.03,0.061,0.079,0.093,0.124,0.15,7.5,1.898734177,3.95,10,1,1,44.56100003,3541,43672,10943.62,1.140501,9.791491,114.0337,111.0119,13726.08,14631.12,NA,NA,14484,11843,31.6275093,5426308.692,28078858.16,24900000,34400000,NA,NA,NA,7.5,1.898734177,3.95,1.1,95.3,0,0.9096261,0.0904,31.6275093,31.53421376,28078858.16,27495770.45,5426308.692,7.5,7.465908211,1.898734177,3.95,79.4,0.419563589,0.429457231,12333.2392,11984.9688,2.016341166,NA,3541,44.73684211,38.81578947,43672,13726.07957,0.483301729,0.7835803,1,1,0,0,1.594338574,0.493421053,1,1,0,0,0,"PostbretWood",1,1,72,0,0,0,0,-6375.5546875
"52",1997,220,-47642.984375,1993,61,"FRA","France",48809.421875,60140.1015625,-11330.6796875,108949.5234375,20754,20604.5,31161.80078125,2522.10009765625,28639.69921875,34515.80078125,13579.099609375,20936.69921875,13380,-6460.3798828125,-5006.2001953125,24357.099609375,3.80628871917725,4.68988561630249,-0.883596897125244,8.49617385864258,1.60679388046265,1.61845231056213,2.43008041381836,0.196680083870888,2.23340010643005,2.69163417816162,1.05893445014954,1.6326996088028,1.04340803623199,-0.503797650337219,-0.3903968334198,1.89943158626556,1291057.25,1282336.25,1202374.25,-0.00917866919189692,0,0,0,0,0,0,1,0,48,"France",1993,3,2.53,11.53,14.06,0.1032,0,NA,0,1,6.74,1.06914037172623,1.17048464399759,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,7.01000022888184,11.5500001907349,18.5699996948242,4,2201993,1321993,9524,"FRA1993","France","FRA",250,"FRA","FRN1993","FRN",220,132,132,"France1993","France",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,1,39.89265925,57222,1041232,17246.61,0.398644,131.2741,39.9645,39.18565,18469.64,19448.5,NA,NA,22151,22360,31.07619882,5511027.76,28693310.2,25300000,35100000,NA,NA,NA,NA,NA,NA,2.4,76.4,3,0.618296,0.1455,31.07619882,31.6275093,28693310.2,28078858.16,5511027.76,5.520744832,6.409090909,1.905907831,2.896771453,83,0.286130123,0.280577544,18196.35804,18442.59535,1.128472437,NA,57222,47.74193548,40.64516129,1041232,18469.6451,0.528315961,0.4031039,1,1,0,0,1.781251553,0.529032258,0.666666667,0.722222222,1,1,0,"PostbretWood",3,3,25,0,0,2,2,-47642.984375
